 50871.000000  46.733299  129.883301  95.099998  999999.000000  1.000000  2013.000000  1.000000  1.000000  -23.600000  -5.100000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -33.599998  2012.000000  12.000000  24.000000  0.000000  2.800000  47.000000  3.000000  999999.000000  999999.000000  22.000000  0.000000  44.000000  47.000000 


 50934.000000  45.383301  121.583298  311.700012  999999.000000  1.000000  2013.000000  1.000000  1.000000  -18.700001  -6.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -25.100000  2012.000000  12.000000  23.000000  0.000000  3.000000  300.000000  2.000000  999999.000000  999999.000000  3.000000  1.000000  72.000000  75.000000 


 54563.000000  39.633301  122.016701  118.699997  999999.000000  1.000000  2013.000000  1.000000  1.000000  -9.300000  -4.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -20.200001  2012.000000  12.000000  24.000000  0.000000  14.000000  657.000000  5.000000  999999.000000  999999.000000  6.000000  0.000000  60.000000  58.000000 


 59632.000000  21.950001  108.616699  4.800000  5.800000  1.000000  2013.000000  1.000000  1.000000  12.800000  -2.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  7.500000  2012.000000  12.000000  31.000000  0.000000  8.000000  -45.000000  4.000000  999999.000000  999999.000000  0.000000  0.000000  27.000000  23.000000 


 59113.000000  24.733299  116.716698  226.899994  999999.000000  1.000000  2013.000000  1.000000  1.000000  9.700000  -2.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -2.400000  2012.000000  12.000000  31.000000  0.000000  20.000000  28.000000  6.000000  999999.000000  999999.000000  0.000000  0.000000  32.000000  28.000000 


 54821.000000  37.000000  117.199997  20.400000  999999.000000  1.000000  2013.000000  1.000000  1.000000  -5.300000  -4.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -15.200000  2012.000000  12.000000  24.000000  0.000000  11.000000  474.000000  3.000000  999999.000000  999999.000000  5.000000  0.000000  46.000000  44.000000 


 53384.000000  41.433300  113.183296  1424.500000  999999.000000  1.000000  2013.000000  1.000000  1.000000  -17.600000  -5.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -26.600000  2012.000000  12.000000  25.000000  0.000000  7.000000  983.000000  2.000000  999999.000000  999999.000000  3.000000  3.000000  65.000000  65.000000 


 54326.000000  41.383301  119.699997  422.500000  999999.000000  1.000000  2013.000000  1.000000  1.000000  -13.800000  -5.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -23.299999  2012.000000  12.000000  24.000000  0.000000  3.000000  700.000000  1.000000  999999.000000  999999.000000  4.000000  0.000000  75.000000  75.000000 


 59242.000000  23.750000  109.233299  84.900002  86.099998  1.000000  2013.000000  1.000000  1.000000  9.100000  -3.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  2.900000  2012.000000  12.000000  24.000000  0.000000  21.000000  40.000000  5.000000  999999.000000  999999.000000  0.000000  0.000000  16.000000  14.000000 


 53677.000000  37.933300  112.483299  806.500000  808.000000  1.000000  2013.000000  1.000000  1.000000  -8.600000  -4.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -17.299999  2012.000000  12.000000  23.000000  0.000000  0.000000  -67.000000  1.000000  999999.000000  999999.000000  2.000000  0.000000  53.000000  51.000000 


 50928.000000  45.066700  120.333298  628.299988  999999.000000  1.000000  2013.000000  1.000000  1.000000  -20.900000  -6.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -29.700001  2012.000000  12.000000  26.000000  0.000000  2.000000  267.000000  2.000000  999999.000000  999999.000000  7.000000  3.000000  69.000000  72.000000 


 58342.000000  31.716700  119.550003  6.900000  999999.000000  1.000000  2013.000000  1.000000  1.000000  1.700000  -2.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -5.500000  2012.000000  12.000000  24.000000  0.000000  48.000000  241.000000  7.000000  999999.000000  999999.000000  2.000000  0.000000  39.000000  35.000000 


 58129.000000  33.133301  117.866699  17.000000  999999.000000  1.000000  2013.000000  1.000000  1.000000  0.400000  -2.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -6.200000  2012.000000  12.000000  30.000000  0.000000  23.000000  200.000000  6.000000  999999.000000  999999.000000  6.000000  0.000000  34.000000  31.000000 


 54134.000000  43.599998  121.283302  242.300003  999999.000000  1.000000  2013.000000  1.000000  1.000000  -18.000000  -5.600000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -26.799999  2012.000000  12.000000  26.000000  0.000000  2.900000  625.000000  2.000000  0.000000  0.000000  10.000000  0.000000  73.599998  7.500000 


 57314.000000  31.350000  106.066704  405.700012  999999.000000  1.000000  2013.000000  1.000000  1.000000  9.100000  -1.400000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  3.200000  2012.000000  12.000000  27.000000  0.000000  2.400000  -52.000000  4.000000  0.000000  0.000000  0.000000  0.000000  20.700001  20.000000 


 54470.000000  41.016701  122.033302  5.500000  999999.000000  1.000000  2013.000000  1.000000  1.000000  -10.400000  -4.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -19.799999  2012.000000  12.000000  31.000000  0.000000  8.000000  447.000000  3.000000  999999.000000  999999.000000  10.000000  0.000000  65.000000  65.000000 


 52681.000000  38.633301  103.083298  1367.500000  999999.000000  1.000000  2013.000000  1.000000  1.000000  -11.100000  -4.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -20.600000  2012.000000  12.000000  29.000000  0.000000  1.000000  133.000000  2.000000  999999.000000  999999.000000  0.000000  1.000000  62.000000  60.000000 


 56284.000000  30.416700  103.483299  502.899994  50.299999  1.000000  2013.000000  1.000000  1.000000  4.900000  -1.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -2.400000  2012.000000  12.000000  31.000000  0.000000  1.000000  -88.000000  1.000000  999999.000000  999999.000000  0.000000  0.000000  22.000000  22.000000 


 56188.000000  30.000000  103.400002  698.500000  699.500000  1.000000  2013.000000  1.000000  1.000000  4.100000  -1.200000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -2.100000  2012.000000  12.000000  31.000000  0.000000  1.000000  -75.000000  2.000000  0.000000  0.000000  0.000000  0.000000  26.000000  24.000000 


 53789.000000  37.883301  114.633301  52.500000  5.400000  1.000000  2013.000000  1.000000  1.000000  -4.500000  -2.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -10.500000  2012.000000  12.000000  24.000000  0.000000  1.000000  0.000000  2.000000  999999.000000  999999.000000  0.000000  0.000000  48.000000  46.000000 


 53886.000000  36.566700  113.666702  470.399994  999999.000000  1.000000  2013.000000  1.000000  1.000000  -5.000000  -4.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -13.900000  2012.000000  12.000000  24.000000  0.000000  2.000000  33.000000  1.000000  999999.000000  999999.000000  8.000000  0.000000  50.000000  47.000000 


 54502.000000  39.483299  116.033302  29.299999  999999.000000  1.000000  2013.000000  1.000000  1.000000  -8.500000  -5.000000  999999.000000  999999.000000  999999.000000  999999.000000  999999.000000  -16.100000  2012.000000  12.000000  24.000000  0.000000  5.000000  999.000000  4.000000  999999.000000  999999.000000  7.000000  0.000000  62.000000  61.000000 


