20130520 080000 2013.00 5.00 20.00 0.00 56065.00 34.73 101.60 3500.00 3500.80 1.00 2039999.00 4.00 
20130520 080000 2013.00 5.00 20.00 0.00 56065.00 34.73 101.60 3500.00 3500.80 1.00 2049999.00 1.00 
20130520 114700 2013.00 5.00 20.00 0.00 52852.00 36.95 100.85 3140.00 999999.00 1.00 2029999.00 7.00 
20130520 114700 2013.00 5.00 20.00 0.00 52852.00 36.95 100.85 3140.00 999999.00 1.00 2030001.00 3.00 
20130520 114700 2013.00 5.00 20.00 0.00 52852.00 36.95 100.85 3140.00 999999.00 1.00 2049999.00 2.00 
20130520 114700 2013.00 5.00 20.00 0.00 52852.00 36.95 100.85 3140.00 999999.00 1.00 2020026.00 4.00 
20130520 132900 2013.00 5.00 20.00 0.00 53505.00 37.88 105.40 1380.70 999999.00 1.00 2060001.00 7.00 
20130520 132900 2013.00 5.00 20.00 0.00 53505.00 37.88 105.40 1380.70 999999.00 1.00 2070001.00 2.00 
20130521 004106 2013.00 5.00 20.00 0.00 56080.00 35.00 102.90 2910.50 2911.20 1.00 2029999.00 16.00 
20130521 004106 2013.00 5.00 20.00 0.00 56080.00 35.00 102.90 2910.50 2911.20 1.00 2020011.00 20.00 
20130521 000000 2013.00 5.00 20.00 0.00 53384.00 41.43 113.18 1424.50 999999.00 1.00 2029999.00 4.00 
20130521 000000 2013.00 5.00 20.00 0.00 53384.00 41.43 113.18 1424.50 999999.00 1.00 2020019.00 4.00 
20130521 000000 2013.00 5.00 20.00 0.00 53384.00 41.43 113.18 1424.50 999999.00 1.00 2020023.00 3.00 
