54084,2221,2013,238,0100,1,30.3,128,2,-28.79,128,3,-0.104,128,4,0.265,128,5,0.161,128,6,0.186,128,7,32.181,128
54084,2221,2013,238,0105,1,30.4,128,2,-26.61,128,3,-0.102,128,4,0.265,128,5,0.163,128,6,0.170,128,7,31.504,128
54084,2221,2013,238,0110,1,30.3,128,2,-18.12,128,3,-0.099,128,4,0.264,128,5,0.165,128,6,0.190,128,7,30.444,128
54084,2221,2013,238,0115,1,30.2,128,2,-11.79,128,3,-0.100,128,4,0.263,128,5,0.164,128,6,0.216,128,7,29.538,128
54084,2221,2013,238,0120,1,30.2,128,2,-11.06,128,3,-0.101,128,4,0.267,128,5,0.166,128,6,0.271,128,7,29.822,128
54084,2221,2013,238,0125,1,30.2,128,2,-4.83,128,3,-0.109,128,4,0.269,128,5,0.160,128,6,0.264,128,7,29.807,128
54084,2221,2013,238,0130,1,30.3,128,2,2.02,128,3,-0.110,128,4,0.268,128,5,0.158,128,6,0.202,128,7,29.023,128
54084,2221,2013,238,0135,1,30.4,128,2,9.32,128,3,-0.108,128,4,0.272,128,5,0.163,128,6,0.186,128,7,27.905,128
54084,2221,2013,238,0140,1,30.5,128,2,29.55,128,3,-0.108,128,4,0.270,128,5,0.162,128,6,0.208,128,7,26.719,128
54084,2221,2013,238,0145,1,30.6,128,2,26.63,128,3,-0.113,128,4,0.274,128,5,0.161,128,6,0.258,128,7,27.616,128
54084,2221,2013,238,0150,1,30.6,128,2,18.76,128,3,-0.108,128,4,0.270,128,5,0.162,128,6,0.295,128,7,28.882,128
54084,2221,2013,238,0155,1,30.6,128,2,15.98,64,3,-0.107,128,4,0.265,128,5,0.158,128,6,0.315,128,7,29.698,128
