54421,2221,2013,238,0100,4.410,A,0.008,A,2.452,A,2.619,A,0.435,A,50.818,A,4.510,0.010,2.470,2.620,0.442,51.220,4.310,0.000,2.450,2.610,0.432,50.720,0.074,0.005,0.006,0.003,0.005,0.188
54421,2221,2013,238,0101,4.535,A,0.009,A,2.498,A,2.649,A,0.440,A,50.230,A,4.610,0.010,2.510,2.670,0.442,50.230,4.510,0.000,2.450,2.620,0.432,50.230,0.045,0.003,0.019,0.026,0.004,0.000
54421,2221,2013,238,0102,4.610,A,0.007,A,2.548,A,2.699,A,0.427,A,50.230,A,4.610,0.010,2.580,2.720,0.432,50.230,4.610,0.000,2.510,2.670,0.422,50.230,0.000,0.005,0.021,0.026,0.005,0.000
54421,2221,2013,238,0103,4.785,A,0.008,A,2.598,A,2.774,A,0.445,A,50.230,A,4.910,0.010,2.610,2.780,0.462,50.230,4.610,0.000,2.580,2.720,0.422,50.230,0.075,0.005,0.015,0.017,0.014,0.000
54421,2221,2013,238,0104,4.985,A,0.008,A,2.625,A,2.805,A,0.455,A,49.897,A,5.110,0.010,2.690,2.880,0.462,50.230,4.910,0.000,2.580,2.780,0.452,49.220,0.075,0.004,0.033,0.034,0.005,0.392
54421,2221,2013,238,0105,5.102,A,0.009,A,2.707,A,2.879,A,0.440,A,49.062,A,5.110,0.010,2.720,2.890,0.452,49.240,5.010,0.000,2.690,2.870,0.432,48.740,0.029,0.003,0.015,0.005,0.007,0.238
54421,2221,2013,238,0106,5.135,A,0.008,A,2.685,A,2.852,A,0.432,A,49.988,A,5.210,0.010,2.720,2.890,0.442,50.740,5.110,0.000,2.660,2.830,0.422,49.240,0.045,0.005,0.017,0.027,0.009,0.657
54421,2221,2013,238,0107,5.277,A,0.008,A,2.638,A,2.830,A,0.437,A,51.070,A,5.310,0.010,2.660,2.830,0.462,51.240,5.210,0.000,2.610,2.830,0.422,50.740,0.049,0.004,0.015,0.000,0.017,0.244
54421,2221,2013,238,0108,5.227,A,0.006,A,2.716,A,2.897,A,0.462,A,50.319,A,5.310,0.010,2.740,2.940,0.472,50.740,5.110,0.000,2.660,2.830,0.452,49.730,0.072,0.005,0.025,0.035,0.009,0.472
54421,2221,2013,238,0109,5.143,A,0.007,A,2.638,A,2.843,A,0.447,A,50.234,A,5.210,0.010,2.720,2.880,0.452,50.740,5.110,0.000,2.580,2.830,0.442,49.730,0.049,0.005,0.047,0.023,0.005,0.430
54421,2221,2013,238,0110,5.277,A,0.010,A,2.642,A,2.830,A,0.445,A,50.400,A,5.310,0.010,2.660,2.830,0.452,50.740,5.210,0.010,2.580,2.830,0.442,50.230,0.049,0.000,0.027,0.000,0.005,0.251
54421,2221,2013,238,0111,5.143,A,0.006,A,2.642,A,2.788,A,0.447,A,50.315,A,5.210,0.010,2.660,2.830,0.452,50.740,5.010,0.000,2.640,2.770,0.442,50.230,0.065,0.005,0.006,0.026,0.005,0.199
54421,2221,2013,238,0112,5.102,A,0.005,A,2.638,A,2.773,A,0.444,A,50.230,A,5.110,0.010,2.640,2.780,0.452,50.230,5.010,0.000,2.610,2.720,0.432,50.230,0.029,0.005,0.009,0.017,0.007,0.000
54421,2221,2013,238,0113,5.035,A,0.008,A,2.577,A,2.699,A,0.437,A,50.740,A,5.110,0.010,2.610,2.720,0.442,50.740,5.010,0.000,2.530,2.670,0.432,50.740,0.045,0.004,0.025,0.026,0.005,0.000
54421,2221,2013,238,0114,5.010,A,0.006,A,2.498,A,2.658,A,0.427,A,51.068,A,5.010,0.010,2.530,2.670,0.442,51.240,5.010,0.000,2.450,2.620,0.422,50.740,0.000,0.005,0.034,0.023,0.008,0.243
54421,2221,2013,238,0115,4.968,A,0.005,A,2.455,A,2.620,A,0.442,A,51.321,A,5.010,0.010,2.480,2.620,0.452,51.740,4.910,0.000,2.450,2.620,0.422,51.220,0.051,0.005,0.012,0.000,0.010,0.194
54421,2221,2013,238,0116,4.835,A,0.007,A,2.358,A,2.535,A,0.427,A,51.733,A,4.910,0.010,2.450,2.620,0.432,51.740,4.810,0.000,2.320,2.460,0.422,51.730,0.045,0.005,0.042,0.043,0.005,0.005
54421,2221,2013,238,0117,4.743,A,0.003,A,2.343,A,2.494,A,0.430,A,51.403,A,4.810,0.010,2.350,2.520,0.442,51.740,4.610,0.000,2.320,2.470,0.422,51.220,0.065,0.005,0.014,0.022,0.007,0.244
54421,2221,2013,238,0118,4.668,A,0.003,A,2.335,A,2.481,A,0.420,A,51.238,A,4.710,0.010,2.350,2.520,0.432,51.240,4.610,0.000,2.320,2.460,0.412,51.220,0.051,0.005,0.016,0.026,0.007,0.006
54421,2221,2013,238,0119,4.560,A,0.004,A,2.415,A,2.561,A,0.434,A,51.072,A,4.710,0.010,2.450,2.620,0.442,51.240,4.510,0.000,2.350,2.510,0.432,50.740,0.067,0.005,0.036,0.037,0.004,0.245
54421,2221,2013,238,0120,4.468,A,0.003,A,2.330,A,2.452,A,0.422,A,51.567,A,4.510,0.010,2.430,2.560,0.432,51.740,4.410,0.000,2.270,2.360,0.412,51.220,0.051,0.005,0.056,0.057,0.006,0.245
54421,2221,2013,238,0121,4.410,A,0.003,A,2.245,A,2.358,A,0.425,A,51.733,A,4.410,0.010,2.270,2.360,0.432,51.740,4.410,0.000,2.240,2.350,0.412,51.730,0.000,0.005,0.012,0.004,0.008,0.005
