1001.00 2014.00 4.00 28.00 100.00 70.92 -8.67 9.00 0.00 1024.40 1025.60 340.00 8.00 -4.60 -8.40 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1001.00 2014.00 4.00 28.00 200.00 70.92 -8.67 9.00 0.00 1023.80 1025.00 340.00 9.00 -4.60 -7.10 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1016.00 2014.00 4.00 28.00 100.00 78.92 28.88 20.00 0.00 1017.80 1019.50 80.00 4.00 -10.90 -13.40 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1016.00 2014.00 4.00 28.00 200.00 78.92 28.88 20.00 0.00 1018.50 1020.20 90.00 5.00 -11.20 -13.50 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1017.00 2014.00 4.00 28.00 100.00 77.68 14.78 6.00 0.00 1015.80 1016.70 70.00 6.00 -8.80 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1017.00 2014.00 4.00 28.00 200.00 77.68 14.78 6.00 0.00 1016.10 1017.00 90.00 7.00 -8.60 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1025.00 2014.00 4.00 28.00 100.00 69.67 18.90 8.00 0.00 1011.30 1012.40 0.00 0.00 0.60 -1.80 999999.00 27000.00 185.00 100.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1025.00 2014.00 4.00 28.00 200.00 69.67 18.90 8.00 0.00 1010.80 1011.90 360.00 1.00 0.20 -1.20 999999.00 4400.00 185.00 100.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1027.00 2014.00 4.00 28.00 100.00 69.65 18.90 20.00 0.00 999999.00 999999.00 999999.00 999999.00 0.80 -1.60 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1027.00 2014.00 4.00 28.00 200.00 69.65 18.90 20.00 0.00 999999.00 999999.00 999999.00 999999.00 0.40 -1.20 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1044.00 2014.00 4.00 28.00 100.00 70.48 22.13 6.00 0.00 1010.90 1011.80 0.00 0.00 -0.10 -2.20 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1044.00 2014.00 4.00 28.00 200.00 70.48 22.13 6.00 0.00 1010.70 1011.60 0.00 0.00 0.20 -3.20 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1049.00 2014.00 4.00 28.00 100.00 69.97 23.35 2.00 0.00 1011.50 1011.90 30.00 2.00 0.90 -3.70 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1049.00 2014.00 4.00 28.00 200.00 69.97 23.35 2.00 0.00 1011.50 1011.80 220.00 1.00 0.30 -3.20 999999.00 999999.00 999999.00 999999.00 0.10 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1052.00 2014.00 4.00 28.00 100.00 70.67 23.67 79.00 0.00 1001.30 1011.30 330.00 2.00 -1.10 -4.80 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1052.00 2014.00 4.00 28.00 200.00 70.67 23.67 79.00 0.00 1001.10 1011.10 40.00 1.00 -1.30 -4.70 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1116.00 2014.00 4.00 28.00 100.00 65.95 12.47 17.00 0.00 1012.00 1014.10 80.00 2.00 4.50 2.70 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1116.00 2014.00 4.00 28.00 200.00 65.95 12.47 17.00 0.00 1011.60 1013.60 90.00 1.00 4.50 2.90 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1124.00 2014.00 4.00 28.00 100.00 64.17 12.47 195.00 0.00 999999.00 999999.00 999999.00 999999.00 -0.80 -1.50 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1124.00 2014.00 4.00 28.00 200.00 64.17 12.47 195.00 0.00 999999.00 999999.00 999999.00 999999.00 -0.90 -1.80 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1153.00 2014.00 4.00 28.00 100.00 67.28 14.45 33.00 0.00 999999.00 999999.00 999999.00 999999.00 4.50 3.10 999999.00 999999.00 999999.00 999999.00 0.50 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1153.00 2014.00 4.00 28.00 200.00 67.28 14.45 33.00 0.00 999999.00 999999.00 999999.00 999999.00 4.40 3.10 999999.00 999999.00 999999.00 999999.00 2.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1220.00 2014.00 4.00 28.00 100.00 62.45 7.77 1294.00 0.00 999999.00 999999.00 250.00 5.00 3.90 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1220.00 2014.00 4.00 28.00 200.00 62.45 7.77 1294.00 0.00 999999.00 999999.00 250.00 5.00 3.30 -0.30 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1230.00 2014.00 4.00 28.00 100.00 62.25 8.18 579.00 0.00 999999.00 999999.00 0.00 0.00 -0.80 -1.10 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1230.00 2014.00 4.00 28.00 200.00 62.25 8.18 579.00 0.00 999999.00 999999.00 0.00 0.00 -0.50 -0.80 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1254.00 2014.00 4.00 28.00 100.00 62.97 10.55 127.00 0.00 999999.00 999999.00 150.00 1.00 2.30 0.40 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1254.00 2014.00 4.00 28.00 200.00 62.97 10.55 127.00 0.00 999999.00 999999.00 160.00 1.00 2.20 0.10 999999.00 999999.00 999999.00 999999.00 0.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1265.00 2014.00 4.00 28.00 100.00 62.27 10.72 482.00 0.00 956.90 1015.80 0.00 0.00 0.20 -2.20 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1265.00 2014.00 4.00 28.00 200.00 62.27 10.72 482.00 0.00 956.60 1015.60 0.00 0.00 -0.40 -2.20 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1273.00 2014.00 4.00 28.00 100.00 63.22 11.00 161.00 0.00 994.20 1013.90 0.00 0.00 2.50 1.20 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1273.00 2014.00 4.00 28.00 200.00 63.22 11.00 161.00 0.00 993.90 1013.60 0.00 0.00 2.70 1.50 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1337.00 2014.00 4.00 28.00 100.00 60.62 6.42 55.00 0.00 1009.60 1016.30 60.00 1.00 4.50 1.90 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
1337.00 2014.00 4.00 28.00 200.00 60.62 6.42 55.00 0.00 1009.50 1016.20 70.00 1.00 3.80 1.40 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 999999.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 9.00 
